     Input  Canonical    Reduced
    GCQfFS     GAJ?x{     GAJ?x{ -C-R- [(0, 5), (1, 3), (1, 5), (2, 4), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfFW     GBGLI{     GBGLI{ -C-R- [(0, 6), (1, 3), (1, 7), (2, 3), (2, 4), (2, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfF[     G@Q_z{     G@Q_z{ -C-R- [(0, 5), (1, 4), (1, 7), (2, 3), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfFc     GA_ZH{     GA_ZH{ -C-R- [(0, 4), (1, 3), (1, 6), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfFg     GDGJI{     GDGJI{ -C-R- [(0, 3), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfFk     GOCqZ{     GOCqZ{ -C-R- [(0, 2), (1, 6), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfFo     G?UTb[     G?UTb[ -C-R- [(0, 5), (0, 6), (1, 4), (1, 7), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]
    GCQfFs     GA_\J{     GA_\J{ -C-R- [(0, 4), (0, 6), (1, 3), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfFw     GDGJM{     GDGJM{ -C-R- [(0, 3), (0, 7), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfF{     G@_in{     G@_in{ -C-R- [(0, 4), (0, 7), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfJw     GK?x]s     GK?x]s -C-R- [(0, 3), (0, 7), (1, 2), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfJ{     GK?h}{     GK?h}{ -C-R- [(0, 3), (0, 7), (1, 2), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfK{     G@`LY{     G@`LY{ -C-R- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfL[     GG_Yx{     GG_Yx{ -C-R- [(0, 4), (1, 2), (1, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfLk     GOOYx{     GOOYx{ -C-R- [(0, 2), (1, 4), (1, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfLw     GOdGzk     GOdGzk -C-R- [(0, 2), (0, 4), (1, 5), (1, 7), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfL{     GOO[z{     GOO[z{ -C-R- [(0, 2), (0, 6), (1, 4), (1, 7), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfMk     GCOix{     GCOix{ -C-R- [(0, 3), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfMw     G@dKZk     G@dKZk -C-R- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfM{     G@QKz{     G@QKz{ -C-R- [(0, 5), (0, 6), (1, 4), (1, 7), (2, 3), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfNK     GCHHx{      FCHHw -C-_- [(0, 3), (1, 5), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfNW     GAKkZk     GAKkZk -C-R- [(0, 6), (1, 3), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfN[     GAIHz{     GAIHz{ -C-R- [(0, 5), (1, 3), (1, 7), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfNg     GCKiZk     GCKiZk -C-R- [(0, 3), (1, 6), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfNk     GCHHz{     GCHHz{ -C-R- [(0, 3), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfNo     G@_zMs     G@_zMs -C-R- [(0, 4), (0, 7), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (6, 7)]
    GCQfNs     G@``}{     G@``}{ -C-R- [(0, 4), (0, 7), (1, 5), (1, 7), (2, 3), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfNw     GCKi^k     GCKi^k -C-R- [(0, 3), (0, 7), (1, 6), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfN{     GCHH~{     GCHH~{ -C-R- [(0, 3), (0, 7), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfQw     G@`Ljo      FANL_ -C-_- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6)]
    GCQfQ{     G@`Ljs      FANLg -C-_- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (6, 7)]
    GCQfRW     GGEJrg      F@drO -C-_- [(0, 5), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7)]
    GCQfR[     GGEJrk      F@drW -C-_- [(0, 5), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GCQfRg     G@`TZo     G@`TZo -C-R- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6)]
    GCQfRk     G@`TZs     G@`TZs -C-R- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfRw     GgCa|w      FRG]W -C-_- [(0, 1), (0, 7), (1, 2), (1, 6), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfR{     GgCa|{      FPDmw -C-_- [(0, 1), (0, 7), (1, 2), (1, 6), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfTk     G_Cmh{      F@hZw -C-_- [(0, 1), (0, 6), (1, 6), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfU[     G@QJh{      F@X[w -C-_- [(0, 5), (1, 4), (1, 6), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfUk     GCOmh{     GCOmh{ -C-R- [(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfUs     GODa{{      F@h]W -C-_- [(0, 2), (0, 7), (1, 5), (1, 6), (2, 5), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfUw     G@aqZs      FChZg -C-_- [(0, 4), (0, 5), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfU{     GODcz{      FCozw -C-_- [(0, 2), (0, 6), (1, 5), (1, 7), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVK     GGEJh{     GGEJh{ -C-R- [(0, 5), (1, 2), (1, 6), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVS     G@R@x{       E@hW -C-_- [(0, 5), (1, 4), (1, 5), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVW     GGDsZs      F@Ujg -C-_- [(0, 6), (1, 2), (1, 5), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfV[     G@R@z{      F@hZw -C-_- [(0, 5), (1, 4), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVc     G@`a{{     G@`a{{ -C-R- [(0, 4), (0, 7), (1, 5), (1, 6), (2, 3), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVg     GOEqZs     GOEqZs -C-R- [(0, 2), (0, 5), (1, 6), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfVk     G@`cz{     G@`cz{ -C-R- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVo     G@_}Js      FANLg -C-_- [(0, 4), (0, 6), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (6, 7)]
    GCQfVs     G@b@z{      FCozw -C-_- [(0, 4), (0, 5), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfVw     GGDs^s      FPDmw -C-_- [(0, 6), (0, 7), (1, 2), (1, 5), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfV{     G@R@~{      F@h^w -C-_- [(0, 5), (0, 7), (1, 4), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQf]w     G@`Lzw      FAN\o -C-_- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQf]{     G@`Lz{      FAN\w -C-_- [(0, 4), (0, 6), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQf^W     G@QJzw      FCLzo -C-_- [(0, 5), (1, 4), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQf^[     G@QJz{       ECLw -C-_- [(0, 5), (1, 4), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQf^g     GCHLzw     GCHLzw -C-R- [(0, 3), (0, 6), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQf^k     GCHLz{     GCHLz{ -C-R- [(0, 3), (0, 6), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQf^w     G@QJ~w      FBc~W -C-_- [(0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQf^{     G@QJ~{      FCL~w -C-_- [(0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQf`w     G_G\rg     G_G\rg -C-R- [(0, 1), (0, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7)]
    GCQf`{     G_G\rk     G_G\rk -C-R- [(0, 1), (0, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GCQfbg     GAMBjW     GAMBjW -C-R- [(0, 5), (1, 3), (1, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 4), (3, 6), (4, 7), (5, 6), (5, 7)]
    GCQfbk     GAMBj[     GAMBj[ -C-R- [(0, 5), (1, 3), (1, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 4), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfbw     GHQA|w     GHQA|w -C-R- [(0, 5), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfb{     GHQA|{     GHQA|{ -C-R- [(0, 5), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfc{     GG_Y|k     GG_Y|k -C-R- [(0, 4), (0, 7), (1, 2), (1, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfd[     G_Cli{     G_Cli{ -C-R- [(0, 1), (0, 6), (1, 7), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfdk     G`?Xz[     G`?Xz[ -C-R- [(0, 1), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfds     G`?ky{     G`?ky{ -C-R- [(0, 1), (0, 6), (1, 7), (2, 3), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfdw     G_Iozs     G_Iozs -C-R- [(0, 1), (0, 5), (1, 7), (2, 4), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfd{     G`?kz{     G`?kz{ -C-R- [(0, 1), (0, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfe[     GCOjk{     GCOjk{ -C-R- [(0, 3), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfek     GOOXzk     GOOXzk -C-R- [(0, 2), (1, 4), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfew     GGaozs     GGaozs -C-R- [(0, 4), (0, 5), (1, 2), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQfe{     GOOsz{     GOOsz{ -C-R- [(0, 2), (0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQffK     GODJh{     GODJh{ -C-R- [(0, 2), (1, 5), (1, 6), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQffW     GGEsZs     GGEsZs -C-R- [(0, 5), (0, 6), (1, 2), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQff[     G@Qcz{     G@Qcz{ -C-R- [(0, 5), (0, 6), (1, 4), (1, 7), (2, 3), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQffc     GQ@Hx{      FK@Hw -C-_- [(0, 2), (1, 3), (1, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQffg     GOPozs     GOPozs -C-R- [(0, 2), (1, 4), (1, 5), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQffk     GK@Hz{     GK@Hz{ -C-R- [(0, 3), (1, 2), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQffo     GQ?{Zs     GQ?{Zs -C-R- [(0, 2), (0, 6), (1, 3), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQffs     GOQPz{     GOQPz{ -C-R- [(0, 2), (0, 5), (1, 4), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQffw     GOPo~s     GOPo~s -C-R- [(0, 2), (0, 7), (1, 4), (1, 5), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GCQff{     GK@H~{     GK@H~{ -C-R- [(0, 3), (0, 7), (1, 2), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQflw     G_G\zw     G_G\zw -C-R- [(0, 1), (0, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfl{     G_G\z{     G_G\z{ -C-R- [(0, 1), (0, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfng     GCOjzw     GCOjzw -C-R- [(0, 3), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfnk     GCOjz{      FCOjw -C-_- [(0, 3), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfnw     GCOj~w     GCOj~w -C-R- [(0, 3), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfn{     GCOj~{     GCOj~{ -C-R- [(0, 3), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfrw     G_G^vg      FANvO -C-_- [(0, 1), (0, 6), (0, 7), (1, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7)]
    GCQfr{     G_G^vk      FANvW -C-_- [(0, 1), (0, 6), (0, 7), (1, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GCQfuw     GG_Z~g      FAM~O -C-_- [(0, 4), (0, 7), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7)]
    GCQfu{     GG_Z~k      FAM~W -C-_- [(0, 4), (0, 7), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GCQfvW     GGENjw      F@lmg -C-_- [(0, 5), (0, 6), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7)]
    GCQfv[     GGENj{      F@Vlw -C-_- [(0, 5), (0, 6), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfvg     GQ?Z~W     GQ?Z~W -C-R- [(0, 2), (0, 7), (1, 3), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfvk     GQ?Z~[     GQ?Z~[ -C-R- [(0, 2), (0, 7), (1, 3), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfvo     GKAJzw      FAY|o -C-_- [(0, 3), (0, 5), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfvs     GKAJz{       EGUw -C-_- [(0, 3), (0, 5), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQfvw     GKAJ~w      FAw~g -C-_- [(0, 3), (0, 5), (0, 7), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQfv{     GKAJ~{      FGU~w -C-_- [(0, 3), (0, 5), (0, 7), (1, 2), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQf~w     G@`N~w      FAN~o -C-_- [(0, 4), (0, 6), (0, 7), (1, 5), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GCQf~{     G@`N~{       EANw -C-_- [(0, 4), (0, 6), (0, 7), (1, 5), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQrRW     G`KHmK       EIMW -C-_- [(0, 1), (0, 7), (1, 7), (2, 3), (2, 4), (2, 6), (3, 4), (3, 6), (4, 5), (5, 6), (5, 7), (6, 7)]
    GCQrSk     GGC[~G       EBUg -C-_- [(0, 6), (0, 7), (1, 2), (1, 7), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6), (5, 7)]
    GCQrTK     GG_[zg      FPOyw -C-_- [(0, 4), (0, 6), (1, 2), (1, 7), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7)]
    GCQrTg     G`BHps        DDW -C-_- [(0, 1), (0, 5), (1, 5), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (6, 7)]
    GCQrTk     G`?}P{       EPTw -C-_- [(0, 1), (0, 6), (1, 6), (2, 3), (2, 5), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]
    GCQrUK     GAG]lW     GAG]lW -C-R- [(0, 6), (0, 7), (1, 3), (1, 6), (2, 4), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7)]
    GCQrUW     G@l@mK      FcHHw -C-_- [(0, 4), (0, 7), (1, 5), (1, 7), (2, 3), (2, 4), (2, 6), (3, 4), (3, 6), (5, 6), (5, 7), (6, 7)]
    GCQrU_     G@MqUC      FANDG -C-_- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (3, 4), (3, 5), (4, 6), (6, 7)]
    GCQrUg     G@bHrc      FANTO -C-_- [(0, 4), (0, 5), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (6, 7)]
    GCQrUk     G@QuP{      FAiZg -C-_- [(0, 5), (0, 6), (1, 4), (1, 6), (2, 3), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GCQrUo     GqS`G{       EqGW -C-_- [(0, 1), (0, 2), (1, 3), (1, 4), (2, 5), (2, 6), (3, 4), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQrUw     Gj?KX{       EBqg -C-_- [(0, 1), (0, 6), (1, 2), (1, 3), (2, 3), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQrU{     GGFcr{       EEhw -C-_- [(0, 5), (0, 6), (1, 2), (1, 5), (1, 7), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GCQrV?     G@iZAc     G@iZAc -C-R- [(0, 4), (0, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (3, 5), (3, 7), (4, 5), (6, 7)]
    GCQrVG     GCl@jK     GCl@jK -C-R- [(0, 3), (0, 4), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 4), (3, 6), (5, 6), (5, 7), (6, 7)]
    GCQrVK     GCQrP{     GCQrP{ -C-R- [(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GCQrVW     GJQCX{      FH`[w -C-_- [(0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (2, 3), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GCQrV_     GQTd?{      FIMSW -C-_- [(0, 2), (0, 6), (1, 3), (1, 4), (1, 5), (2, 5), (2, 6), (3, 4), (3, 7), (4, 7), (5, 7), (6, 7)]
    GCQrVg     GwD?x{      FTHIw -C-_- [(0, 1), (0, 2), (1, 2), (1, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
